C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score
AZU1,5.121176,0.0,76.69302,CD74,4.7406044,9.763595239639548e-88,20.342596,CLC,7.561503,0.0,65.7802,PADI4,4.1822643,0.0,78.824165,CXCL8,3.079384,0.0,65.831505,MKI67,3.3629315,0.0,68.432205,SRGN,3.2987208,0.0,75.21681,GATA2,6.788571,0.0,70.05264,SIGLEC6,5.234368,0.0,42.878857,CXCL8,3.1202042,0.0,66.70215,LYZ,3.584664,0.0,45.871666,APOE,7.055889,0.0,69.94664,ITGB3,8.133646,1.670624973613894e-56,16.444138,HBB,11.977899,8.32318737745669e-24,10.920428,CALD1,9.422993,1.0463981894945194e-264,35.038742,CYTIP,2.9050066,3.78302284724088e-21,10.261919
ELANE,5.3360405,0.0,76.03088,CD68,3.4876204,2.286610851532559e-84,19.923824,PRG2,7.491018,0.0,60.51789,S100A9,4.4685235,0.0,76.794975,IL1RN,3.8225398,0.0,64.69542,S100A8,4.182139,0.0,67.890144,AZU1,4.832474,0.0,71.10435,HDC,6.980951,0.0,68.71271,HPGD,5.8743315,0.0,41.55827,FTH1,2.7203457,0.0,61.409428,CXCL2,3.969099,0.0,43.18433,CTSB,4.059831,0.0,68.8189,ITGA2B,6.616756,3.2263777850827867e-53,15.935928,PRKAR2B,5.593963,2.968457762840748e-23,10.7670555,SERPINE1,8.391619,4.180573051778995e-257,34.51595,TRBC2,7.7629805,4.702470737223249e-17,9.154493
MPO,5.381067,0.0,74.63768,CSTB,3.7566721,2.1373014136364707e-83,19.791185,EPX,8.823525,0.0,59.594887,S100A8,4.342832,0.0,75.020905,BRI3,1.9390395,0.0,61.318966,S100A9,4.181195,0.0,66.53866,ELANE,5.093411,0.0,71.042625,CPA3,7.088846,0.0,68.08141,GATA2,5.537597,0.0,41.24,CD83,2.867382,0.0,58.269627,EMP1,4.2466908,0.0,42.430996,CES1,6.4359927,0.0,68.49169,RAB27B,6.5766306,1.6632222950846797e-51,15.661806,HBD,11.516277,4.2103510204473005e-23,10.708217,DKK3,10.899337,4.936428192487918e-250,34.029392,TC2N,8.870058,2.835773010447745e-15,8.664173
SERPINB1,2.2809584,0.0,70.145905,FTL,2.282237,1.1200179753562224e-80,19.458323,CD24,2.6063864,0.0,50.081955,CKAP4,3.3460147,0.0,71.17799,CSF3R,2.2628098,0.0,60.049706,NUSAP1,2.9526675,0.0,60.201225,MPO,5.2843323,0.0,70.94706,SEMA7A,5.5777593,0.0,62.97958,CMIP,3.5012834,0.0,41.01762,CD68,2.4548862,0.0,57.95611,S100A10,3.465111,0.0,42.168007,CTSZ,4.1326623,0.0,68.14437,LTBP1,7.6263623,2.4210865686270554e-50,15.472069,ANK1,7.857143,5.384560139406847e-22,10.408462,TPM1,4.658661,1.8860389032145717e-240,33.36669,TCF7,8.955203,4.252666834987801e-15,8.613997
SRGN,2.8788357,0.0,70.14581,LGALS3,3.6645153,1.4808511378837694e-79,19.314013,TMSB4X,1.1236963,0.0,47.944145,S100A12,4.545576,0.0,68.02249,IER3,2.4731624,0.0,59.50607,CKAP2L,3.1302972,0.0,58.086758,CEACAM6,3.784237,0.0,70.06499,LAPTM5,2.0037637,0.0,61.768208,KIT,6.1299424,0.0,40.750576,CD74,3.4026628,0.0,56.98195,CXCL3,4.5384426,0.0,40.528107,GPNMB,6.050105,0.0,67.81669,THBS1,7.417572,2.7743823563979354e-50,15.448921,FADS2,2.4544857,7.341865308165124e-22,10.362971,SPARC,6.393408,1.0171732748268882e-239,33.3095,IL7R,3.8826425,6.9121626356035246e-15,8.554381
PRTN3,4.712435,0.0,68.9823,VIM,2.4084766,1.663807860128474e-71,18.313644,IKZF2,5.0352635,0.0,46.909412,HK3,2.7170396,0.0,67.33733,PHACTR1,2.7910821,0.0,59.178074,TPX2,2.8182013,0.0,56.495937,SLPI,3.342988,0.0,68.81283,ITGA2B,6.0286255,0.0,61.359188,PLD3,4.0259557,0.0,40.534115,IL1B,3.459006,0.0,55.833393,CD74,3.7566054,0.0,40.35474,CTSL,4.7482324,0.0,65.67292,PRKAR2B,7.3036175,4.392438774149512e-50,15.407496,GATA1,5.0997534,2.508573992528578e-21,10.234624,MMP1,8.072314,8.507331347923963e-237,33.098835,NOP53,2.8652549,9.289981327534173e-15,8.516529
SPN,2.1828606,0.0,65.76323,CAPG,2.7873497,1.6270522919897194e-64,17.40781,RNASE2,3.7682421,0.0,44.775913,FPR2,2.5423281,0.0,63.18073,MCOLN1,2.5001063,0.0,56.29032,PADI4,2.8972132,0.0,56.301296,SERPINB1,2.3621166,0.0,68.78089,SIGLEC6,5.0843263,0.0,61.044758,VWA5A,4.0823283,0.0,40.066647,LGALS3,2.6278782,0.0,54.745552,CCL3,3.9632747,0.0,39.16464,CCL18,7.6873198,0.0,65.3731,CAVIN2,7.1476064,1.3238325282001717e-49,15.326014,REXO2,3.624047,3.947434795101913e-21,10.172908,HTRA1,9.661961,8.507331347923963e-237,33.096897,EVL,2.9773693,5.661171276603254e-14,8.293917
CTSG,3.8834875,0.0,65.08906,CTSB,3.1645162,8.903680307349012e-61,16.894676,PRG3,8.1632805,0.0,40.28157,S100P,2.322197,0.0,62.395836,LITAF,1.73085,0.0,53.80882,HMGB2,2.0688899,0.0,55.630184,BEX1,3.5703185,0.0,67.75265,FCER1A,6.2302656,0.0,59.902668,CLU,3.5987384,0.0,39.536797,GRINA,1.5629094,0.0,53.60663,IL1B,3.657753,0.0,37.79256,NUPR1,7.04125,0.0,64.83204,NRGN,8.071101,2.2519695479113705e-49,15.282758,LBH,6.24607,1.0759990101274156e-19,9.837833,TXNDC5,5.3508034,4.794126360214429e-235,32.97093,WIPF1,1.7356329,1.2666132764229687e-13,8.184609
CST7,2.5784254,0.0,64.13854,CTSH,3.3742695,1.7326658796375013e-59,16.707808,ALAS1,2.8164752,1.0725990906745027e-269,35.260452,DYSF,2.2629175,0.0,62.172638,IFI30,2.3215215,0.0,53.49018,HIST1H1B,3.0444114,0.0,55.15941,NUCB2,2.7651,0.0,64.69132,GCSAML,6.1339655,0.0,58.287884,CPA3,6.060901,0.0,39.373516,IFI30,2.3457,0.0,53.050663,CD68,2.4164503,2.6407051876532793e-306,37.61307,CXCL3,5.3831105,0.0,64.402435,CMIP,3.9069774,1.4191983363173093e-46,14.848977,LEPR,5.699999,2.6477347442033486e-19,9.732266,EFEMP1,10.030006,3.1690840354779974e-234,32.910072,BTG1,2.5149972,2.3045398809586107e-13,8.094813
SLPI,2.988664,0.0,63.45879,ANXA2,3.9015799,1.0706454888992622e-56,16.298555,ANXA1,1.1836718,4.165000512582912e-262,34.760338,SYNE1,3.156815,0.0,62.163525,CTSA,1.5686758,0.0,53.068844,CEP55,2.8269842,0.0,54.716763,PRTN3,3.958341,0.0,63.155403,SAMSN1,2.406874,0.0,55.754074,HDC,5.318916,0.0,39.182278,PHACTR1,2.5280848,0.0,52.687283,CD44,2.1957185,5.0555224316871995e-304,37.470398,CD68,3.2185352,0.0,63.89648,PTGS1,4.9844794,5.915136038390385e-46,14.745859,MPST,3.0674179,9.522718702561102e-19,9.594577,FN1,8.85704,3.2011015310762033e-233,32.836586,FXYD5,1.3756242,4.644963873015739e-13,8.001108
NUCB2,2.5483298,0.0,62.1038,SAMHD1,3.3603182,9.520542295712242e-53,15.708808,EIF1B,1.725486,1.15029553237551e-226,32.31873,CEACAM1,3.2819433,0.0,62.047523,LCP2,1.6591195,0.0,53.034878,MNDA,1.975585,0.0,52.59977,CST7,2.5686483,0.0,62.637733,HPGD,5.3667917,0.0,55.50661,TIMP1,4.30001,0.0,39.12136,SGK1,2.5371888,0.0,51.60018,THBD,3.531504,2.982357273536408e-303,37.420494,CD74,4.4589067,0.0,63.187252,PF4,12.764041,1.5653571396119664e-45,14.673552,MICALL2,4.0914555,1.6523136867680369e-18,9.525896,FSTL1,9.5389805,2.0480504852202765e-226,32.35332,FOXP1,2.6644428,6.819038647590057e-13,7.9486475
CEACAM6,3.1713643,0.0,61.32659,MRC1,3.3511631,9.74520527955681e-51,15.4076,CST7,1.6006417,3.0847858153149465e-223,32.072254,SIGLEC5,2.3528507,0.0,61.829536,C5AR1,2.4916108,0.0,52.541748,UGCG,2.1976604,0.0,52.515636,HIST1H1B,3.359752,0.0,62.136604,MS4A2,6.0655684,0.0,53.864433,VIM,2.5645764,0.0,38.777103,NFKBIA,1.9645331,0.0,50.332695,CTSB,2.663335,7.576952408647623e-303,37.39326,CSTB,3.4309103,0.0,63.099106,C2orf88,10.671909,1.6388018357425622e-45,14.664536,EIF1AY,3.2813468,1.6523136867680369e-18,9.5253525,CTTN,7.4941964,2.288358654944981e-225,32.276012,EEF2,1.3014339,9.145896778895586e-13,7.907307
BEX1,2.97873,0.0,60.69119,CTSZ,2.9677496,1.1846049416679173e-49,15.240644,CRIP1,2.6378486,4.467985862748367e-219,31.76956,CHI3L1,2.6983902,0.0,61.613697,CTSD,2.1148062,0.0,52.24888,ANXA3,1.9984945,0.0,52.3212,ARHGDIB,1.6866676,0.0,61.69249,IL1RL1,5.0038786,0.0,52.910664,SEMA7A,4.5508447,0.0,38.593113,PLPP3,3.1839116,0.0,50.282852,SOD2,2.6886017,1.6079749521306332e-287,36.43577,ADTRP,6.5124483,0.0,63.053833,PPBP,11.590244,2.461444526728925e-45,14.6314535,EEF2,1.7199273,2.262982143291152e-18,9.486997,PRSS23,9.4210005,4.254733783687954e-225,32.25433,PNRC1,1.5514665,1.901364976446355e-12,7.8040805
RNASE2,2.6741123,0.0,57.73715,CTSD,2.6044338,5.436979288345326e-49,15.134286,PLPP1,3.138639,2.2586491263713832e-204,30.68335,MMP8,3.8668227,0.0,59.852814,STEAP4,3.2320642,0.0,52.16417,FPR2,2.1808584,0.0,51.479317,CTSG,3.4744473,0.0,61.648937,CLU,2.8719418,0.0,52.28181,LAPTM5,1.811648,0.0,38.56462,PLA2G7,3.1573637,0.0,48.911026,DUSP1,2.20556,6.850924707012888e-280,35.948696,MS4A7,5.516462,0.0,61.94876,ABCC4,4.811239,4.429338306585802e-43,14.263881,ALAS2,10.363249,6.448112358235498e-18,9.366628,PXDN,10.238707,2.2503420187711133e-223,32.12888,ZFP36L1,3.6772013,2.688980581926844e-12,7.75804
MCM7,2.4946296,0.0,56.353622,PSAP,2.1875978,6.192139763327773e-49,15.123701,CLU,1.8742992,1.5183786555081185e-198,30.241241,ITGAM,2.1882322,0.0,59.839672,LSP1,2.0864778,0.0,50.720924,TSPAN2,2.1362329,0.0,51.470566,MS4A3,2.7832694,0.0,61.62924,BHLHE40,2.030126,0.0,51.31373,PRG2,5.3329167,0.0,38.197437,CCRL2,2.9420917,0.0,48.791477,VIM,1.879073,6.738977386924068e-274,35.561134,IL7R,5.4346876,0.0,61.895226,RUFY1,3.8917487,8.451743498477098e-43,14.214214,SNCA,4.178784,8.85212713023814e-18,9.328182,PODXL,9.752179,8.763916100673594e-223,32.08443,IL32,5.201509,8.579695253944318e-12,7.58528
MCM5,2.6372771,0.0,55.79438,GPNMB,3.8182425,9.409011230858693e-46,14.623902,PYGL,1.607335,4.528310307422434e-177,28.553667,MNDA,2.0929222,0.0,59.530754,RESF1,2.180889,0.0,50.49518,ABCA13,2.6977608,0.0,50.55916,SPN,2.1336288,0.0,61.558887,LMNA,3.111811,0.0,51.161068,RAB27B,4.768158,0.0,37.774696,IER3,1.9775155,0.0,47.70898,LHFPL2,3.9765654,8.890853714612645e-273,35.48676,CD163,6.2457747,0.0,61.16957,MMRN1,7.7828474,1.49407969197361e-41,14.007393,MYH10,7.076354,1.4287498806521086e-17,9.272558,GNG11,8.3046665,2.0854360424648702e-222,32.055412,CCR7,9.582367,1.9952450702602565e-11,7.460693
APP,1.6517665,0.0,55.77298,VAT1,2.068277,1.6717028696621444e-45,14.581228,CELF2,1.0095862,7.682229728788032e-169,27.878336,CYBB,2.298636,0.0,59.51027,PPP1R15A,1.8282555,0.0,49.356033,TCN1,2.584452,0.0,50.471123,RRM2,2.9762855,0.0,60.555637,SOCS2,4.009841,0.0,50.792633,PMP22,3.5356107,0.0,37.715378,CXCL16,2.6302094,0.0,46.878033,ITGA5,2.4234185,3.244491652631631e-272,35.44858,S100A10,3.751226,0.0,61.038555,PDLIM1,7.285077,2.1956323832518698e-41,13.975953,MYL4,11.4661875,4.2777725180426564e-17,9.1472645,IL32,6.700814,1.053502583741947e-221,32.001217,IKZF1,1.883658,2.394970935479844e-11,7.4332514
ATP8A1,2.4371774,0.0,55.75669,LGALS1,2.4471889,5.2940643469832586e-45,14.497362,PKD2,2.6473308,5.703665187226936e-168,27.806112,FCAR,2.1437266,0.0,59.19555,EGR3,2.8076806,0.0,48.427795,FOXM1,2.5630584,0.0,50.44697,BPI,2.7652943,0.0,60.49987,SLC18A2,5.602231,0.0,50.77546,NDFIP2,4.4176116,4.118387046682201e-298,37.08982,CSF1,2.6479275,0.0,46.738342,KYNU,4.466157,6.926039563427476e-269,35.230213,CYP27A1,4.817763,0.0,60.913578,MYLK,9.924233,4.3883876841037553e-41,13.922705,APOE,3.6376033,4.2777725180426564e-17,9.1458845,MMP2,5.1238847,2.1948563546178054e-220,31.904587,S1PR1,4.002754,2.4417177268552225e-11,7.429052
MCM2,2.6281152,0.0,55.709614,CTSS,2.569619,2.708619079394893e-41,13.87861,NUCB2,1.6309698,8.337103579931181e-163,27.373804,TSPAN2,2.319708,0.0,58.956547,PHLDA1,2.6900847,0.0,47.422558,PGLYRP1,2.8820086,0.0,50.446144,MKI67,2.7754204,0.0,60.279533,ABCC4,4.767495,0.0,50.637836,SAMSN1,2.4455338,2.807748788320035e-296,36.97443,MRC1,2.7052877,0.0,45.586018,CST3,3.1657925,7.830116695687244e-269,35.225197,BHLHE41,5.400397,0.0,60.612255,MAPRE2,3.6370606,7.423810585416662e-41,13.88141,FXN,3.713282,5.4604851871226845e-17,9.115213,COL4A2,10.526722,2.6654453494961842e-219,31.824697,TRAC,8.251017,1.214034808114025e-10,7.18243
FAM107B,1.3787093,0.0,54.581867,ACP5,3.5627565,6.085365728035899e-41,13.8167715,CD63,0.96112204,2.602811733979669e-159,27.077774,TCN1,2.997714,0.0,58.923183,IL1R1,2.3739905,0.0,47.38568,CEACAM3,2.3340676,0.0,49.849533,RNASE2,2.9013574,0.0,60.25823,FXYD5,1.6351593,0.0,50.605877,ENPP3,5.0689874,8.866446470597727e-296,36.941956,CD44,1.7647041,0.0,45.509815,NFKBIA,2.055575,2.8351367963888586e-268,35.187225,IFI30,3.1358292,0.0,60.580715,RGS10,4.6395445,1.0598726487491502e-40,13.8523655,PGRMC2,2.4155805,1.344451900482165e-16,9.008871,S100A16,9.404844,7.289909132380499e-219,31.791565,GPR183,3.4715548,1.4124572253872805e-10,7.1553755
MT-ATP6,2.4430604,0.0,53.941536,TMSB10,2.1382744,1.590518829226731e-40,13.743821,IL5RA,6.576436,5.88769623915702e-152,26.444393,ALOX5,1.7072779,0.0,58.777252,FCAR,1.8749135,0.0,47.327152,TACC3,2.2035425,0.0,49.69524,NKG7,2.3323834,0.0,55.252697,AKAP12,5.0831323,0.0,49.487797,PLPP1,4.487673,1.5712908520977364e-290,36.612267,BRI3,1.3671253,0.0,44.397842,ADA2,3.792859,7.711712194902116e-264,34.89467,TFRC,3.414087,0.0,60.125275,CD9,4.0670033,1.1987976741117551e-40,13.840173,CCT6A,2.5342898,1.5090169101547514e-16,8.992342,IFI27,7.406991,8.644996032100588e-217,31.638268,RACK1,2.3165066,1.5205911243250937e-10,7.1397805
MLC1,2.7402,0.0,53.852844,CD52,2.4005148,3.8811223575236e-40,13.674695,LPCAT2,1.4720907,3.504704969448314e-141,25.484262,CDA,2.318196,0.0,57.77702,PLAUR,1.902934,0.0,47.281605,CDK1,2.4585457,0.0,48.639725,TYMS,2.4410808,0.0,54.899967,LGALS8,3.0053384,0.0,48.469246,DDIT4,3.6548305,6.153955903828339e-287,36.384495,CYP27A1,3.0728083,0.0,42.89313,EMILIN2,2.2320166,6.957745669222627e-263,34.83029,COLEC12,4.9805107,0.0,60.08363,PLEK,3.0700753,1.2821043480386786e-39,13.665544,CENPH,3.202098,1.631991919261494e-16,8.976392,CDH5,10.2171135,8.218683233319331e-215,31.492775,LEF1,10.572399,2.4279013995446257e-10,7.0680747
BPI,2.3737173,0.0,53.786266,FTH1,2.307673,1.2153309372285847e-39,13.588203,CEBPE,1.843662,1.7933680778260676e-129,24.399162,MCEMP1,2.1530552,0.0,57.20775,NR4A3,2.7612844,0.0,46.91213,NDC80,2.7883599,0.0,47.945095,APP,1.6900774,0.0,54.708115,HPGDS,5.633557,0.0,48.368877,C11orf24,3.707911,1.1072790543881271e-286,36.367138,EGR2,2.4694688,0.0,42.792427,CD14,3.0073848,4.971536846927788e-261,34.70633,SAMHD1,3.3239403,0.0,59.20431,LMNA,3.6735158,1.6369076484560666e-39,13.644647,YWHAE,1.7834287,2.000523333799239e-16,8.95045,CAV1,9.85502,1.2213735081798919e-214,31.47891,LIMD2,3.3610394,2.6678747914071647e-10,7.053797
ARHGDIB,1.4283259,0.0,53.78268,SERPINA1,1.9852095,1.496003127692032e-37,13.224088,NDFIP2,2.8322637,8.57094985695667e-125,23.950851,CD177,4.0098147,0.0,57.095394,NDRG1,2.325536,0.0,46.86468,CENPE,2.6754162,0.0,47.835503,LMNB1,2.1077018,0.0,54.436172,RASSF5,2.2936194,0.0,48.33165,FXYD5,1.8862479,4.397567575630524e-285,36.264664,SQSTM1,1.6442776,0.0,42.668453,INSIG1,2.3345666,6.720877889056293e-260,34.63005,ANXA2,3.8521657,0.0,59.121227,SNCA,5.268945,1.9581623113494686e-39,13.628597,NME4,3.0124495,2.6919855738187777e-16,8.914213,RCN1,5.9764833,7.283893219234454e-213,31.34765,RESF1,1.8495613,1.1758203183227436e-09,6.8189816
MS4A3,2.3008745,0.0,53.34448,S100A6,1.7575094,1.9320299283885925e-37,13.20387,CHPT1,2.2726774,2.9434546999595986e-122,23.7043,MXD1,2.0142488,0.0,56.793915,CCL4L2,3.285637,0.0,45.938507,FAM111A,2.2305949,0.0,47.824066,CKS1B,2.246495,0.0,52.962048,RAPGEF2,3.6441061,0.0,47.212273,MYO1D,4.8468175,2.164385952712347e-284,36.2196,SOD2,2.0558562,0.0,42.647476,PLEC,2.5358543,1.3772652882348868e-257,34.474953,EPHX1,4.544649,0.0,58.91647,ST8SIA6,7.069494,2.7983390085037428e-39,13.599647,SNRPD2,2.5926347,3.2588877247385886e-16,8.886472,THBS1,6.2987986,7.84966888177003e-213,31.344063,FNBP1,2.3276143,2.536484435706637e-09,6.7035604
PLAC8,2.117214,0.0,53.134773,B2M,0.93956774,1.0161032756923681e-35,12.893627,IL1RAP,1.4844029,4.0082210996502176e-121,23.592827,LSP1,2.121924,0.0,55.80697,MCL1,1.2477834,0.0,45.680077,NKG7,2.115267,0.0,47.509895,HIST1H2BH,2.751158,0.0,52.797287,IL9R,4.892548,0.0,47.100906,ID2,3.0255141,6.7705759700307085e-279,35.866673,CSTB,1.9224471,0.0,41.885532,SAMHD1,2.442662,1.1219090718859765e-252,34.14451,AKR1B1,4.9799604,0.0,58.02685,RSU1,3.0070152,4.408163617765495e-38,13.390995,SLC25A39,2.8790288,4.3686971878860097e-16,8.847634,HSPB1,4.0730762,2.1327252939609803e-211,31.23748,SYNE2,7.852028,5.979501962614431e-09,6.5672393
ATP8B4,1.9014789,0.0,52.92063,TMSB4X,0.81631666,3.15944888992692e-35,12.800692,FTL,0.57994086,3.3870608219111703e-119,23.40273,PGLYRP1,3.4518292,0.0,55.03327,JUN,1.7616487,0.0,45.22604,KLF5,2.0619228,0.0,47.441986,ATP8A1,2.233147,0.0,52.598682,NFATC3,3.3073757,0.0,46.045933,IL1RL1,4.0335727,1.160000751962633e-274,35.59302,AQP9,2.7314117,0.0,41.597984,GPNMB,3.8147957,2.6341830770498807e-252,34.11842,LGALS3,3.1190271,0.0,58.004486,RGS18,5.254746,7.525609689964483e-38,13.348599,SLC2A1,3.4486704,1.0763132198161648e-15,8.734818,HHIP,9.974191,5.527096274534047e-211,31.205889,SELL,4.3987,1.2137832472853465e-08,6.4542656
VAMP8,1.6403539,0.0,52.35103,ANXA5,2.367732,2.472077380435679e-34,12.634236,STXBP5,1.4230824,1.414600425860877e-117,23.24143,LTF,4.197798,0.0,54.46522,CD44,1.7329102,0.0,44.972427,CKS1B,2.0540915,0.0,46.43342,VAMP8,1.7197347,0.0,52.53866,CSF2RB,2.5266423,0.0,45.608707,TDRD3,4.1638985,1.941592650569628e-272,35.448,CH25H,3.711843,0.0,41.439182,TMEM176B,2.9361827,3.0966637252547283e-252,34.112614,HS3ST2,5.442485,0.0,57.999847,NLK,4.043193,1.1305646769405223e-37,13.315713,TUBB2A,4.7599683,1.3571550214390366e-15,8.705839,COL5A1,9.589857,3.0894374610808175e-210,31.149662,ETS1,3.2649739,5.449547239232969e-08,6.202838
NKG7,2.121535,0.0,51.732395,LAMP1,1.3174311,1.919082090857175e-33,12.468872,ARL4C,2.6934338,2.8044389747865237e-116,23.112022,APMAP,1.6430967,0.0,51.34732,METTL9,1.7287542,0.0,44.94579,MMP8,3.0005736,0.0,46.311787,ANP32E,1.8963243,0.0,52.332188,CYTIP,2.4344652,0.0,44.81169,SLC18A2,4.606706,2.423402673446524e-271,35.375816,ACP5,2.8040931,0.0,41.254562,TGFBI,4.3871174,1.4495921586471038e-246,33.726994,C1QC,6.8437295,0.0,57.47685,GP1BB,5.7574635,4.0442706135556965e-37,13.217718,TFRC,2.613824,1.9393430542225917e-15,8.662584,CAPN2,4.4095855,3.8204202464122805e-209,31.067848,SMAP2,2.8010566,8.97145091448657e-08,6.1161838
HSP90AB1,1.8954,0.0,51.550713,LCP1,1.0718071,2.8059775610623956e-32,12.242326,TNIK,2.5934057,9.345197729740113e-116,23.0596,ADGRG3,1.8356941,0.0,51.27499,EGR2,2.4972398,0.0,44.856876,ASF1B,2.4394405,0.0,46.20715,DEFA3,3.8697863,0.0,52.27398,FAM102A,4.823207,0.0,44.802746,LMNA,3.3196313,5.754616971640613e-270,35.285313,JUN,1.6385454,0.0,40.972168,GPR183,4.1313615,1.391897797625381e-245,33.658913,C1QA,6.4513154,0.0,56.535984,DMTN,5.6646256,1.3115515144791041e-36,13.126511,ALDH1A1,3.498867,2.1291300184834003e-15,8.649315,HSPG2,7.8010163,4.390009549481704e-208,30.98822,MLLT6,2.2831416,9.04624344267932e-08,6.112541
MT-CO3,2.4694822,0.0,51.49932,CES1,3.7371154,3.713364683061326e-32,12.218887,SIGLEC6,1.8199743,1.8280581145082972e-104,21.897074,CCND3,1.7223349,0.0,50.973644,S100A6,1.5676564,0.0,44.59272,LCN2,3.1623313,0.0,46.192142,TUBB,2.057454,0.0,51.829987,CD52,2.1439986,0.0,44.39281,CREM,3.3030505,4.021643969245248e-269,35.22844,PPARG,2.0890777,0.0,40.911503,CCL2,3.2547646,1.6206839101985134e-244,33.58499,PLD3,2.9821086,0.0,56.460297,FERMT3,2.4454474,2.4829923809750518e-36,13.075737,SET,2.3108099,2.132780568153018e-15,8.646554,MAP1B,9.445937,6.8438845686751e-208,30.97291,MAL,15.103791,1.131379969931017e-07,6.0719194
MGST1,1.8225769,0.0,51.47352,CST3,3.0939395,4.019205684535777e-32,12.211776,YPEL5,1.125043,1.1475228778064243e-102,21.706774,ANXA3,1.8596243,0.0,50.52817,EVI2B,1.6497089,0.0,44.584427,NCAPG2,2.111994,0.0,45.93381,PDHA1,1.6886526,0.0,51.51401,RGS2,3.458522,0.0,44.309685,NCOA4,2.402696,3.6348779139345e-266,35.033997,PLAUR,1.6086111,0.0,40.763775,CTSZ,2.154307,2.2075425272271394e-233,32.812492,PSAP,2.213225,0.0,56.12398,ARHGAP21,5.262389,4.015108162986348e-36,13.036866,NEDD4L,4.5827365,2.3159707468939437e-15,8.63463,IGFBP7,4.7297406,6.861233717844127e-208,30.971865,CYFIP2,1.7712451,3.239224957852237e-07,5.8814654
GSTP1,1.9026648,0.0,51.43123,CXCL16,2.6315064,7.854730660151333e-32,12.15449,SRGN,0.6457385,4.110048472217687e-101,21.540173,CORO1A,1.6259327,0.0,50.47005,TREM1,2.3214967,0.0,44.060806,RRM2,2.228448,0.0,45.81743,TACC3,2.1789496,0.0,51.393402,CTTNBP2,5.435134,0.0,44.246815,AHNAK,3.453282,6.750429235166699e-266,35.01551,IL1RN,2.422388,0.0,40.46532,ANXA2,2.7359827,1.0486597721814202e-232,32.764076,CTSH,3.3955958,0.0,55.83688,FADS2,2.481137,8.101931818764824e-36,12.980998,KCNH2,4.9617033,2.4318115850973447e-15,8.626588,COL4A1,9.894033,5.9340774140004855e-207,30.901266,CD5,9.277503,4.2594498362529437e-07,5.831637
MT-ND4,2.2387314,0.0,51.372524,LYZ,2.1549368,1.437896508280502e-31,12.102388,CCL4,1.7692201,2.122940248098748e-98,21.24705,PADI2,1.653463,0.0,50.46156,P2RX4,1.832854,0.0,43.913757,NCAPG,2.5733943,0.0,45.26216,MYBL2,2.6516998,0.0,51.265945,ARL4C,4.1547203,0.0,43.939632,ACSL4,2.9945734,8.842021386454052e-266,35.007004,CCL3,2.9137516,0.0,39.96276,CTSH,2.5513268,2.6405823206349236e-231,32.664642,JAKMIP2,4.731275,0.0,55.762863,MEIS1,8.857568,7.13035026990931e-35,12.809053,BCCIP,2.4864087,2.5459126566073675e-15,8.618929,MCAM,8.670904,9.071875238241152e-206,30.812067,SERPINB9,3.3849447,6.770866181249127e-07,5.748116
ERLIN1,2.227925,0.0,50.249535,APOE,3.9453661,2.136708211935079e-31,12.066707,HVCN1,2.8728232,3.6185625617042006e-96,21.00249,FGR,1.5719416,0.0,50.217705,CXCR4,1.6414969,0.0,43.876244,HIST1H2BH,2.5002687,0.0,45.13159,MLC1,2.4283438,0.0,50.973347,AHR,2.8439376,0.0,43.869213,LGALS1,2.8290725,2.2240557306559133e-263,34.84809,VASP,1.0083247,0.0,39.82202,CTSL,3.111185,3.055296284268619e-231,32.659294,DAB2,3.3499668,0.0,55.691597,MTSS1,6.194353,1.993270088917101e-34,12.726949,DDX21,2.193734,3.3355074878591925e-15,8.585568,ECE1,5.6689363,3.852493284414176e-204,30.6894,CLEC2D,4.4218364,7.678612975222411e-07,5.7253985
